V1	V2	N_Overlap	padj	Correlation	Synergy
AT1G13450_GT1	AT1G13450_GT1	80	1.99032416898252e-239	1	19096.0860946577
AT1G13450_GT1	AT1G32540_LOL1	2	0.00433056904472215	-1	-4.72691006560957
AT1G13450_GT1	AT2G41835_SAP11	0	1		
AT1G13450_GT1	AT2G32700_LUH	0	1		
AT1G13450_GT1	AT2G41310_RR3	0	1		
AT1G13450_GT1	AT5G65210_TGA1	2	1	-1	0
AT1G13450_GT1	AT2G28550_RAP27	4	1	0.172743816491311	0
AT1G13450_GT1	AT4G31800_WRKY18	2	1	1	0
AT1G13450_GT1	AT4G37790_HAT22	5	1	0.421255108413746	0
AT1G13450_GT1	AT1G66600_ABO3	3	1	-0.400794381537539	0
AT1G13450_GT1	AT5G59450_SCL11	4	1	0.804759655465425	0
AT1G13450_GT1	AT1G22070_TGA3	4	0.119742347918952	0.789381420541018	2.9104563401456
AT1G13450_GT1	AT5G15830_BZIP3	4	1	0.717597902557854	0
AT1G13450_GT1	AT5G22570_WRKY38	0	1		
AT1G13450_GT1	AT1G31320_LBD4	3	1	0.964412805154169	0
AT1G13450_GT1	AT5G29000_PHL1	9	0.00114712103653545	0.913681823705735	24.1792342937773
AT1G13450_GT1	AT1G35560_TCP23	0	1		
AT1G13450_GT1	AT4G00238_STKL1	6	4.16466954353963e-10	0.961958304652527	54.1414343642444
AT1G13450_GT1	AT4G37180_AT4G37180	0	1		
AT1G13450_GT1	AT4G10920_KELP	0	1		
AT1G13450_GT1	AT5G60890_MYB34	1	1		
AT1G13450_GT1	AT4G27330_SPL	10	0.00509332437244087	0.407232119273481	9.33782705656465
AT1G13450_GT1	AT5G10030_TGA4	0	1		
AT1G13450_GT1	AT5G56840_AT5G56840	1	1		
AT1G13450_GT1	AT1G19350_BES1	0	1		
AT1G13450_GT1	AT1G51140_FBH3	11	0.0994717441653058	-0.0598087992619155	-0.659410130128561
AT1G13450_GT1	AT2G42280_FBH4	21	2.16024111931371e-19	0.638846993637535	250.412339858301
AT1G13450_GT1	AT1G54690_GAMMAH2AX	5	0.119750945713867	0.959256017621647	4.42083230993096
AT1G13450_GT1	AT2G01930_BPC1	2	1	1	0
AT1G13450_GT1	AT2G42430_LBD16	6	1	0.886650888629991	0
AT1G13450_GT1	AT1G01060_LHY	3	1	0.73155346569876	0
AT1G13450_GT1	AT1G14687_HB32	7	0.356924209340664	0.98577338499339	3.08741065467292
AT1G13450_GT1	AT1G26960_HB23	5	0.0862366578671525	0.945486561724542	5.03144495039136
AT1G13450_GT1	AT1G69180_CRC	1	1		
AT1G13450_GT1	AT3G46590_TRFL1	0	1		
AT1G13450_GT1	AT1G10240_FRS11	0	1		
AT1G13450_GT1	AT2G25000_WRKY60	0	1		
AT1G32540_LOL1	AT1G32540_LOL1	2	1.37043324200063e-06	1	11.7262842308464
AT1G32540_LOL1	AT2G41835_SAP11	0	1		
AT1G32540_LOL1	AT2G32700_LUH	0	1		
AT1G32540_LOL1	AT2G41310_RR3	0	1		
AT1G32540_LOL1	AT5G65210_TGA1	0	1		
AT1G32540_LOL1	AT2G28550_RAP27	0	1		
AT1G32540_LOL1	AT4G31800_WRKY18	0	1		
AT1G32540_LOL1	AT4G37790_HAT22	0	1		
AT1G32540_LOL1	AT1G66600_ABO3	0	1		
AT1G32540_LOL1	AT5G59450_SCL11	0	1		
AT1G32540_LOL1	AT1G22070_TGA3	0	1		
AT1G32540_LOL1	AT5G15830_BZIP3	0	1		
AT1G32540_LOL1	AT5G22570_WRKY38	0	1		
AT1G32540_LOL1	AT1G31320_LBD4	0	1		
AT1G32540_LOL1	AT5G29000_PHL1	0	1		
AT1G32540_LOL1	AT1G35560_TCP23	0	1		
AT1G32540_LOL1	AT4G00238_STKL1	0	1		
AT1G32540_LOL1	AT4G37180_AT4G37180	0	1		
AT1G32540_LOL1	AT4G10920_KELP	0	1		
AT1G32540_LOL1	AT5G60890_MYB34	0	1		
AT1G32540_LOL1	AT4G27330_SPL	0	1		
AT1G32540_LOL1	AT5G10030_TGA4	0	1		
AT1G32540_LOL1	AT5G56840_AT5G56840	0	1		
AT1G32540_LOL1	AT1G19350_BES1	0	1		
AT1G32540_LOL1	AT1G51140_FBH3	0	1		
AT1G32540_LOL1	AT2G42280_FBH4	0	1		
AT1G32540_LOL1	AT1G54690_GAMMAH2AX	0	1		
AT1G32540_LOL1	AT2G01930_BPC1	0	1		
AT1G32540_LOL1	AT2G42430_LBD16	0	1		
AT1G32540_LOL1	AT1G01060_LHY	0	1		
AT1G32540_LOL1	AT1G14687_HB32	0	1		
AT1G32540_LOL1	AT1G26960_HB23	0	1		
AT1G32540_LOL1	AT1G69180_CRC	0	1		
AT1G32540_LOL1	AT3G46590_TRFL1	0	1		
AT1G32540_LOL1	AT1G10240_FRS11	0	1		
AT1G32540_LOL1	AT2G25000_WRKY60	0	1		
AT2G41835_SAP11	AT2G41835_SAP11	5	2.50276271178881e-18	1	88.0079016206082
AT2G41835_SAP11	AT2G32700_LUH	0	1		
AT2G41835_SAP11	AT2G41310_RR3	0	1		
AT2G41835_SAP11	AT5G65210_TGA1	2	0.305359695664302	-1	-1.03037657179371
AT2G41835_SAP11	AT2G28550_RAP27	0	1		
AT2G41835_SAP11	AT4G31800_WRKY18	1	1		
AT2G41835_SAP11	AT4G37790_HAT22	0	1		
AT2G41835_SAP11	AT1G66600_ABO3	2	1	1	0
AT2G41835_SAP11	AT5G59450_SCL11	2	0.948762415450101	-1	-0.0456850558136069
AT2G41835_SAP11	AT1G22070_TGA3	0	1		
AT2G41835_SAP11	AT5G15830_BZIP3	1	1		
AT2G41835_SAP11	AT5G22570_WRKY38	0	1		
AT2G41835_SAP11	AT1G31320_LBD4	0	1		
AT2G41835_SAP11	AT5G29000_PHL1	1	1		
AT2G41835_SAP11	AT1G35560_TCP23	2	0.0160690471043713	1	3.5880197523331
AT2G41835_SAP11	AT4G00238_STKL1	0	1		
AT2G41835_SAP11	AT4G37180_AT4G37180	0	1		
AT2G41835_SAP11	AT4G10920_KELP	0	1		
AT2G41835_SAP11	AT5G60890_MYB34	0	1		
AT2G41835_SAP11	AT4G27330_SPL	1	1		
AT2G41835_SAP11	AT5G10030_TGA4	0	1		
AT2G41835_SAP11	AT5G56840_AT5G56840	0	1		
AT2G41835_SAP11	AT1G19350_BES1	0	1		
AT2G41835_SAP11	AT1G51140_FBH3	2	1	1	0
AT2G41835_SAP11	AT2G42280_FBH4	0	1		
AT2G41835_SAP11	AT1G54690_GAMMAH2AX	0	1		
AT2G41835_SAP11	AT2G01930_BPC1	0	1		
AT2G41835_SAP11	AT2G42430_LBD16	4	0.0333025407486919	-0.543130265443429	-3.20994903645808
AT2G41835_SAP11	AT1G01060_LHY	0	1		
AT2G41835_SAP11	AT1G14687_HB32	2	1	1	0
AT2G41835_SAP11	AT1G26960_HB23	0	1		
AT2G41835_SAP11	AT1G69180_CRC	1	1		
AT2G41835_SAP11	AT3G46590_TRFL1	0	1		
AT2G41835_SAP11	AT1G10240_FRS11	0	1		
AT2G41835_SAP11	AT2G25000_WRKY60	0	1		
AT2G32700_LUH	AT2G32700_LUH	2	1.37043324200063e-06	1	11.7262842308464
AT2G32700_LUH	AT2G41310_RR3	0	1		
AT2G32700_LUH	AT5G65210_TGA1	0	1		
AT2G32700_LUH	AT2G28550_RAP27	0	1		
AT2G32700_LUH	AT4G31800_WRKY18	0	1		
AT2G32700_LUH	AT4G37790_HAT22	0	1		
AT2G32700_LUH	AT1G66600_ABO3	0	1		
AT2G32700_LUH	AT5G59450_SCL11	0	1		
AT2G32700_LUH	AT1G22070_TGA3	0	1		
AT2G32700_LUH	AT5G15830_BZIP3	0	1		
AT2G32700_LUH	AT5G22570_WRKY38	0	1		
AT2G32700_LUH	AT1G31320_LBD4	0	1		
AT2G32700_LUH	AT5G29000_PHL1	1	1		
AT2G32700_LUH	AT1G35560_TCP23	0	1		
AT2G32700_LUH	AT4G00238_STKL1	0	1		
AT2G32700_LUH	AT4G37180_AT4G37180	1	0.570527803843282		
AT2G32700_LUH	AT4G10920_KELP	0	1		
AT2G32700_LUH	AT5G60890_MYB34	0	1		
AT2G32700_LUH	AT4G27330_SPL	0	1		
AT2G32700_LUH	AT5G10030_TGA4	0	1		
AT2G32700_LUH	AT5G56840_AT5G56840	0	1		
AT2G32700_LUH	AT1G19350_BES1	0	1		
AT2G32700_LUH	AT1G51140_FBH3	0	1		
AT2G32700_LUH	AT2G42280_FBH4	0	1		
AT2G32700_LUH	AT1G54690_GAMMAH2AX	0	1		
AT2G32700_LUH	AT2G01930_BPC1	0	1		
AT2G32700_LUH	AT2G42430_LBD16	0	1		
AT2G32700_LUH	AT1G01060_LHY	0	1		
AT2G32700_LUH	AT1G14687_HB32	0	1		
AT2G32700_LUH	AT1G26960_HB23	0	1		
AT2G32700_LUH	AT1G69180_CRC	0	1		
AT2G32700_LUH	AT3G46590_TRFL1	0	1		
AT2G32700_LUH	AT1G10240_FRS11	0	1		
AT2G32700_LUH	AT2G25000_WRKY60	0	1		
AT2G41310_RR3	AT2G41310_RR3	2	1.37043324200063e-06	1	11.7262842308464
AT2G41310_RR3	AT5G65210_TGA1	0	1		
AT2G41310_RR3	AT2G28550_RAP27	0	1		
AT2G41310_RR3	AT4G31800_WRKY18	0	1		
AT2G41310_RR3	AT4G37790_HAT22	0	1		
AT2G41310_RR3	AT1G66600_ABO3	0	1		
AT2G41310_RR3	AT5G59450_SCL11	1	1		
AT2G41310_RR3	AT1G22070_TGA3	0	1		
AT2G41310_RR3	AT5G15830_BZIP3	0	1		
AT2G41310_RR3	AT5G22570_WRKY38	1	0.263349303948828		
AT2G41310_RR3	AT1G31320_LBD4	0	1		
AT2G41310_RR3	AT5G29000_PHL1	0	1		
AT2G41310_RR3	AT1G35560_TCP23	0	1		
AT2G41310_RR3	AT4G00238_STKL1	1	0.614404964952925		
AT2G41310_RR3	AT4G37180_AT4G37180	0	1		
AT2G41310_RR3	AT4G10920_KELP	0	1		
AT2G41310_RR3	AT5G60890_MYB34	0	1		
AT2G41310_RR3	AT4G27330_SPL	1	1		
AT2G41310_RR3	AT5G10030_TGA4	0	1		
AT2G41310_RR3	AT5G56840_AT5G56840	0	1		
AT2G41310_RR3	AT1G19350_BES1	0	1		
AT2G41310_RR3	AT1G51140_FBH3	0	1		
AT2G41310_RR3	AT2G42280_FBH4	1	1		
AT2G41310_RR3	AT1G54690_GAMMAH2AX	0	1		
AT2G41310_RR3	AT2G01930_BPC1	0	1		
AT2G41310_RR3	AT2G42430_LBD16	1	1		
AT2G41310_RR3	AT1G01060_LHY	0	1		
AT2G41310_RR3	AT1G14687_HB32	0	1		
AT2G41310_RR3	AT1G26960_HB23	0	1		
AT2G41310_RR3	AT1G69180_CRC	0	1		
AT2G41310_RR3	AT3G46590_TRFL1	0	1		
AT2G41310_RR3	AT1G10240_FRS11	0	1		
AT2G41310_RR3	AT2G25000_WRKY60	0	1		
AT5G65210_TGA1	AT5G65210_TGA1	213	0	1	Inf
AT5G65210_TGA1	AT2G28550_RAP27	31	1.06425096996919e-18	0.245304699077216	136.674367040616
AT5G65210_TGA1	AT4G31800_WRKY18	8	0.0819712483663608	0.531976135567437	4.62324904802662
AT5G65210_TGA1	AT4G37790_HAT22	19	2.02265874124625e-09	0.608625187886506	100.537255148933
AT5G65210_TGA1	AT1G66600_ABO3	27	2.70402402730422e-13	0.512800829012361	174.011636093338
AT5G65210_TGA1	AT5G59450_SCL11	22	8.63460151154342e-12	0.537927456825585	130.93297893969
AT5G65210_TGA1	AT1G22070_TGA3	63	4.63072024937448e-108	0.7879358092097	5328.07248137929
AT5G65210_TGA1	AT5G15830_BZIP3	68	8.99644754563363e-62	0.548571880749337	2277.18944374206
AT5G65210_TGA1	AT5G22570_WRKY38	1	1		
AT5G65210_TGA1	AT1G31320_LBD4	14	8.54231834264133e-06	0.492376405194703	34.9380151569384
AT5G65210_TGA1	AT5G29000_PHL1	19	1.1671079636238e-07	0.348863972092676	45.9540684827955
AT5G65210_TGA1	AT1G35560_TCP23	4	0.223976618345531	0.390060308391388	1.01384056701652
AT5G65210_TGA1	AT4G00238_STKL1	0	1		
AT5G65210_TGA1	AT4G37180_AT4G37180	0	1		
AT5G65210_TGA1	AT4G10920_KELP	0	1		
AT5G65210_TGA1	AT5G60890_MYB34	4	1	0.984331203727745	0
AT5G65210_TGA1	AT4G27330_SPL	38	3.061516190511e-21	0.109655428213517	85.4801796125934
AT5G65210_TGA1	AT5G10030_TGA4	46	1.02197333528312e-87	0.861884260129057	3448.88656167774
AT5G65210_TGA1	AT5G56840_AT5G56840	8	0.114734436957586	0.699338126367172	5.26073587191404
AT5G65210_TGA1	AT1G19350_BES1	1	1		
AT5G65210_TGA1	AT1G51140_FBH3	29	6.8191957672522e-07	0.059944802919761	10.7194338664313
AT5G65210_TGA1	AT2G42280_FBH4	21	2.63024784816763e-10	-0.0127305357003202	-2.56113006137474
AT5G65210_TGA1	AT1G54690_GAMMAH2AX	19	1.44693181029131e-13	0.731394556653996	178.424789513695
AT5G65210_TGA1	AT2G01930_BPC1	8	0.0339375916307785	0.551606975142201	6.48389278673097
AT5G65210_TGA1	AT2G42430_LBD16	55	3.76900689566314e-19	0.509362095914672	516.140441550869
AT5G65210_TGA1	AT1G01060_LHY	0	1		
AT5G65210_TGA1	AT1G14687_HB32	12	0.283302666566571	0.753053084123362	4.94981193692244
AT5G65210_TGA1	AT1G26960_HB23	18	6.86870731054146e-13	0.845259147428507	185.057867854801
AT5G65210_TGA1	AT1G69180_CRC	7	8.40889753026379e-07	0.673698402760624	28.6502551402173
AT5G65210_TGA1	AT3G46590_TRFL1	0	1		
AT5G65210_TGA1	AT1G10240_FRS11	2	1	-1	0
AT5G65210_TGA1	AT2G25000_WRKY60	1	1		
AT2G28550_RAP27	AT2G28550_RAP27	479	0	1	Inf
AT2G28550_RAP27	AT4G31800_WRKY18	55	3.45654624459505e-48	0.496871640196196	1297.02114359144
AT2G28550_RAP27	AT4G37790_HAT22	96	5.84455928587703e-91	0.829287885691144	7183.61660592458
AT2G28550_RAP27	AT1G66600_ABO3	47	1.49105910069306e-19	0.296288833275538	262.169912432158
AT2G28550_RAP27	AT5G59450_SCL11	30	9.53933149113301e-11	0.636704322743307	191.402527292812
AT2G28550_RAP27	AT1G22070_TGA3	15	7.59128872014473e-08	-0.301050334082763	-32.1507509173378
AT2G28550_RAP27	AT5G15830_BZIP3	64	9.192660574478e-33	0.484447163132197	993.281280972781
AT2G28550_RAP27	AT5G22570_WRKY38	1	1		
AT2G28550_RAP27	AT1G31320_LBD4	18	0.000382705463978908	0.380870691703167	23.4267605914318
AT2G28550_RAP27	AT5G29000_PHL1	24	5.19278683781733e-05	0.206677596022877	21.2527374131732
AT2G28550_RAP27	AT1G35560_TCP23	3	1	0.923302785051439	0
AT2G28550_RAP27	AT4G00238_STKL1	2	1	1	0
AT2G28550_RAP27	AT4G37180_AT4G37180	0	1		
AT2G28550_RAP27	AT4G10920_KELP	0	1		
AT2G28550_RAP27	AT5G60890_MYB34	7	0.109788426740325	0.534155380946937	3.58744312690223
AT2G28550_RAP27	AT4G27330_SPL	143	2.4835040276715e-121	0.858267044095171	14802.1074885208
AT2G28550_RAP27	AT5G10030_TGA4	11	7.69338617091965e-07	-0.55524876805339	-37.3419827892783
AT2G28550_RAP27	AT5G56840_AT5G56840	28	1.23832214789228e-14	0.935383427815842	364.238922334843
AT2G28550_RAP27	AT1G19350_BES1	3	0.597603468519048	0.606883694686634	0.407073714605811
AT2G28550_RAP27	AT1G51140_FBH3	76	9.00947264093303e-25	-0.0968105296098349	-176.9157099291
AT2G28550_RAP27	AT2G42280_FBH4	34	2.7973840855359e-13	-0.0521347120716882	-22.2516388045603
AT2G28550_RAP27	AT1G54690_GAMMAH2AX	22	5.40397890298779e-10	0.140710120059516	28.6880214644147
AT2G28550_RAP27	AT2G01930_BPC1	18	6.16559468931464e-07	0.444753404517406	49.7147359209275
AT2G28550_RAP27	AT2G42430_LBD16	102	3.71397780633323e-29	0.54332073249545	1575.56296488938
AT2G28550_RAP27	AT1G01060_LHY	7	1	0.877670020601912	0
AT2G28550_RAP27	AT1G14687_HB32	64	3.22800555861085e-34	0.789144241203047	1691.4740255681
AT2G28550_RAP27	AT1G26960_HB23	25	1.34620224458356e-13	0.106710040559743	34.3363290205897
AT2G28550_RAP27	AT1G69180_CRC	5	0.0634604654776073	-0.666489197689579	-3.99059322974474
AT2G28550_RAP27	AT3G46590_TRFL1	0	1		
AT2G28550_RAP27	AT1G10240_FRS11	4	0.0899540148737667	0.851266037832337	3.56162712220067
AT2G28550_RAP27	AT2G25000_WRKY60	9	0.945088188229364	0.824490770331975	0.182005498017631
AT4G31800_WRKY18	AT4G31800_WRKY18	219	0	1	Inf
AT4G31800_WRKY18	AT4G37790_HAT22	36	9.671778602052e-29	0.496832550043549	501.066443522152
AT4G31800_WRKY18	AT1G66600_ABO3	45	1.20685671877634e-32	-0.335759797421167	-482.260356538532
AT4G31800_WRKY18	AT5G59450_SCL11	22	1.5404908094324e-11	0.523052289617697	124.419232471013
AT4G31800_WRKY18	AT1G22070_TGA3	7	0.00781734443984315	0.684900285154274	10.1013102538063
AT4G31800_WRKY18	AT5G15830_BZIP3	29	8.96780910909308e-14	0.195671708260057	74.0367143234559
AT4G31800_WRKY18	AT5G22570_WRKY38	0	1		
AT4G31800_WRKY18	AT1G31320_LBD4	5	1	0.72237969826512	0
AT4G31800_WRKY18	AT5G29000_PHL1	9	1	0.555620588225022	0
AT4G31800_WRKY18	AT1G35560_TCP23	3	1	0.97161870398462	0
AT4G31800_WRKY18	AT4G00238_STKL1	4	0.00141787333927586	0.909760956976803	10.3653162066709
AT4G31800_WRKY18	AT4G37180_AT4G37180	0	1		
AT4G31800_WRKY18	AT4G10920_KELP	0	1		
AT4G31800_WRKY18	AT5G60890_MYB34	3	1	0.998090348358134	0
AT4G31800_WRKY18	AT4G27330_SPL	58	1.11476622212055e-43	0.630275705068109	1570.18275784245
AT4G31800_WRKY18	AT5G10030_TGA4	6	0.00223304213884102	-0.0181620587287792	-0.288896939168551
AT4G31800_WRKY18	AT5G56840_AT5G56840	8	0.138644464171909	0.766978553447071	5.26513882766186
AT4G31800_WRKY18	AT1G19350_BES1	0	1		
AT4G31800_WRKY18	AT1G51140_FBH3	42	4.40578377849748e-16	0.0420834819700336	27.1417848934837
AT4G31800_WRKY18	AT2G42280_FBH4	21	4.53232544688974e-10	0.175078001857384	34.3533253152751
AT4G31800_WRKY18	AT1G54690_GAMMAH2AX	10	0.00121035924423394	-0.779005949789066	-22.7242712296589
